Timestamp,hour,dayofweek,month,Zone A_pressure,Zone B_pressure,Zone C_pressure,Zone A_lag1,Zone B_lag1,Zone C_lag1,Zone A_lag3,Zone B_lag3,Zone C_lag3,Zone A_rollmean_1h,Zone B_rollmean_1h,Zone C_rollmean_1h,Zone A_rollstd_1h,Zone B_rollstd_1h,Zone C_rollstd_1h
2018-12-30 06:20:00,6,6,12,47.85090909090909,47.21181818181819,45.59363636363637,48.04636363636364,47.40454545454545,45.76454545454545,47.83909090909091,47.22272727272727,45.61909090909091,47.93272727272728,47.29030303030303,45.6644696969697,0.07303241769701815,0.07152659011602662,0.06307123128750428
2018-12-30 06:25:00,6,6,12,47.79636363636364,47.157272727272726,45.54454545454546,48.05090909090909,47.40545454545454,45.76636363636363,47.85636363636363,47.23909090909092,45.63181818181818,47.91151515151515,47.269621212121216,45.64598484848485,0.07255074996113162,0.07108312859068758,0.06299852518557128
2018-12-30 06:30:00,6,6,12,47.75363636363637,47.11909090909091,45.50909090909091,48.03090909090909,47.38545454545454,45.75,47.89090909090908,47.27272727272727,45.65909090909091,47.888409090909086,47.247424242424245,45.62590909090909,0.07517485252666808,0.07318126208690325,0.06518597333949076
2018-12-30 06:35:00,6,6,12,47.76,47.11818181818182,45.51272727272727,47.97181818181818,47.33272727272727,45.7,47.85090909090909,47.23545454545454,45.629090909090905,47.87075757575757,47.229545454545466,45.61030303030304,0.07859953117635729,0.07657536566841354,0.06818383835950456
2018-12-30 06:40:00,6,6,12,47.71090909090909,47.07181818181818,45.47090909090909,48.0,47.35636363636363,45.72181818181818,48.08727272727273,47.44636363636364,45.80272727272728,47.846666666666664,47.20583333333334,45.589393939393936,0.07968130862549047,0.07778146420539264,0.06933984442809671
2018-12-30 06:45:00,6,6,12,47.68181818181818,47.04545454545455,45.444545454545455,47.961818181818174,47.31545454545455,45.68818181818182,48.09272727272728,47.45090909090909,45.808181818181815,47.82333333333333,47.18333333333334,45.56909090909091,0.08378654620187097,0.08211912819334433,0.07333834193292277
2018-12-30 06:50:00,6,6,12,47.693636363636365,47.060909090909085,45.4590909090909,47.93,47.28818181818183,45.66272727272728,48.09909090909091,47.45727272727274,45.811818181818175,47.803636363636365,47.16439393939394,45.552121212121214,0.0842128889707062,0.08194740331567672,0.07326180971772112
2018-12-30 06:55:00,6,6,12,47.617272727272734,46.98363636363636,45.39272727272727,47.91363636363636,47.27454545454545,45.65,48.09727272727273,47.45545454545456,45.810909090909085,47.778939393939396,47.14015151515152,45.53068181818182,0.09210766356866355,0.089115221288114,0.0794015226802598
2018-12-30 07:00:00,7,6,12,47.66181818181818,47.03090909090909,45.43181818181818,47.93090909090909,47.287272727272736,45.66090909090909,48.09727272727273,47.45636363636365,45.810909090909085,47.75651515151515,47.11878787878788,45.511590909090906,0.08415919348091945,0.08099895959573136,0.0724831906265783
2018-12-30 07:05:00,7,6,12,47.63454545454545,47.00636363636364,45.41,47.874545454545455,47.23181818181818,45.61181818181818,48.0909090909091,47.45272727272727,45.808181818181815,47.73651515151516,47.099999999999994,45.494772727272725,0.08205093920376494,0.07850691586250062,0.07050011856411106
